,V1
DETERGENT.LAUNDRY_Trans_Count|DETERGENT.LAUNDRY_Afternoon,1
DETERGENT.LAUNDRY_Basket_Size|DETERGENT.LAUNDRY_Ticket_Size,1
DETERGENT.LAUNDRY_Sale_Net_Value|DETERGENT.LAUNDRY_Ticket_Size,1
DETERGENT.LAUNDRY_Ticket_Size|SAUCE_Night,1
DETERGENT.LAUNDRY_Morning|DETERGENT.LAUNDRY_Afternoon,1
DETERGENT.LAUNDRY_Morning|FABRIC SOFTENERS_Morning,1
DETERGENT.LAUNDRY_Morning|HBC TOOTHPASTE_Morning,1
DETERGENT.LAUNDRY_Morning|SALTY SNACKS_Morning,1
DETERGENT.LAUNDRY_Afternoon|FABRIC SOFTENERS_Afternoon,1
DETERGENT.LAUNDRY_Evening|DETERGENT DISH_Evening,1
DETERGENT.LAUNDRY_Evening|FABRIC SOFTENERS_Evening,1
DETERGENT.LAUNDRY_Night|FABRIC SOFTENERS_Night,1
DETERGENT.LAUNDRY_Night|RAMEN_Night,1
DETERGENT.LAUNDRY_Night|TOILET TISSUE_Night,1
DETERGENT.LAUNDRY_Night|VEGETABLES_Night,1
DETERGENT DISH_Sale_Total_Qty|DETERGENT DISH_Trans_Count,1
DETERGENT DISH_Sale_Total_Qty|DETERGENT DISH_Sale_Net_Value,1
DETERGENT DISH_Trans_Count|DETERGENT DISH_Sale_Total_Qty,1
DETERGENT DISH_Trans_Count|DETERGENT DISH_Afternoon,1
DETERGENT DISH_Basket_Size|CLEANER.WAX.POLISH_Basket_Size,1
DETERGENT DISH_Basket_Size|DETERGENT DISH_Ticket_Size,1
DETERGENT DISH_Sale_Net_Value|DETERGENT DISH_Ticket_Size,1
DETERGENT DISH_Sale_Net_Value|HBC.HAIR CARE_Sale_Net_Value,1
DETERGENT DISH_Sale_Net_Value|HBC TOOTHPASTE_Sale_Net_Value,1
DETERGENT DISH_Ticket_Size|TEA_Ticket_Size,1
DETERGENT DISH_Morning|SOAP BAR_Morning,1
DETERGENT DISH_Afternoon|MEAT.CANNED_Afternoon,1
DETERGENT DISH_Evening|DETERGENT_Evening,1
DETERGENT DISH_Evening|TOILET TISSUE_Evening,1
DETERGENT DISH_Night|DETERGENT_Night,1
DETERGENT DISH_Night|SOAP BAR_Night,1
DETERGENT DISH_Night|TORTILLAS_Night,1
DETERGENT_Sale_Total_Qty|DETERGENT_Trans_Count,1
DETERGENT_Sale_Total_Qty|DETERGENT_Sale_Net_Value,1
DETERGENT_Trans_Count|DETERGENT_Sale_Total_Qty,1
DETERGENT_Trans_Count|DETERGENT_Evening,1
DETERGENT_Basket_Size|DETERGENT_Ticket_Size,1
DETERGENT_Basket_Size|HBC.HAIR CARE_Ticket_Size,1
DETERGENT_Basket_Size|RICE_Basket_Size,1
DETERGENT_Sale_Net_Value|DETERGENT_Ticket_Size,1
DETERGENT_Sale_Net_Value|DETERGENT_Night,1
DETERGENT_Ticket_Size|DRINK ASEPTIC_Basket_Size,1
DETERGENT_Morning|FABRIC SOFTENERS_Morning,1
DETERGENT_Morning|MILK_Morning,1
DETERGENT_Afternoon|FABRIC SOFTENERS_Afternoon,1
DETERGENT_Afternoon|HBC.HAIR CARE_Afternoon,1
DETERGENT_Afternoon|PAPER TOWELS_Afternoon,1
DETERGENT_Afternoon|SOAP BAR_Afternoon,1
DETERGENT_Evening|FABRIC SOFTENERS_Evening,1
DETERGENT_Evening|SOAP BAR_Evening,1
DETERGENT_Night|PAPER TOWELS_Night,1
DRINK ASEPTIC_Sale_Total_Qty|DRINK ASEPTIC_Trans_Count,1
DRINK ASEPTIC_Sale_Total_Qty|DRINK ASEPTIC_Sale_Net_Value,1
DRINK ASEPTIC_Trans_Count|DRINK ASEPTIC_Sale_Total_Qty,1
DRINK ASEPTIC_Trans_Count|DRINK ASEPTIC_Morning,1
DRINK ASEPTIC_Trans_Count|DRINK ASEPTIC_Afternoon,1
DRINK ASEPTIC_Basket_Size|DRINK ASEPTIC_Ticket_Size,1
DRINK ASEPTIC_Sale_Net_Value|SALTY SNACKS_Sale_Net_Value,1
DRINK ASEPTIC_Ticket_Size|MISCELLANEOUS_Basket_Size,1
DRINK ASEPTIC_Ticket_Size|SALTY SNACKS_Night,1
DRINK ASEPTIC_Morning|DRINK ASEPTIC_Afternoon,1
DRINK ASEPTIC_Morning|DRINK ASEPTIC_Evening,1
DRINK ASEPTIC_Morning|FOILS.WRAPS.BAGS_Morning,1
DRINK ASEPTIC_Afternoon|DRINK ASEPTIC_Evening,1
DRINK ASEPTIC_Afternoon|PAPER TOWELS_Afternoon,1
DRINK ASEPTIC_Night|HBC.HAIR CARE_Night,1
DRINK MIX_Sale_Total_Qty|DRINK MIX_Basket_Size,1
DRINK MIX_Trans_Count|DRINK MIX_Sale_Total_Qty,1
DRINK MIX_Trans_Count|DRINK MIX_Sale_Net_Value,1
DRINK MIX_Basket_Size|DRINK MIX_Ticket_Size,1
DRINK MIX_Basket_Size|SAUCE_Ticket_Size,1
DRINK MIX_Sale_Net_Value|DRINK MIX_Ticket_Size,1
DRINK MIX_Ticket_Size|FOILS.WRAPS.BAGS_Ticket_Size,1
DRINK MIX_Ticket_Size|FRUIT_Basket_Size,1
DRINK MIX_Morning|DRINK MIX_Trans_Count,1
DRINK MIX_Afternoon|DRINK MIX_Trans_Count,1
DRINK MIX_Evening|DRINK MIX_Trans_Count,1
DRINK MIX_Night|ICE POPS_Night,1
FABRIC SOFTENERS_Sale_Total_Qty|FABRIC SOFTENERS_Trans_Count,1
FABRIC SOFTENERS_Sale_Total_Qty|FABRIC SOFTENERS_Sale_Net_Value,1
FABRIC SOFTENERS_Trans_Count|FABRIC SOFTENERS_Sale_Total_Qty,1
FABRIC SOFTENERS_Trans_Count|FABRIC SOFTENERS_Morning,1
FABRIC SOFTENERS_Trans_Count|FABRIC SOFTENERS_Afternoon,1
FABRIC SOFTENERS_Basket_Size|FABRIC SOFTENERS_Ticket_Size,1
FABRIC SOFTENERS_Basket_Size|HBC.HAIR CARE_Ticket_Size,1
FABRIC SOFTENERS_Basket_Size|TEA_Ticket_Size,1
FABRIC SOFTENERS_Sale_Net_Value|FABRIC SOFTENERS_Ticket_Size,1
FABRIC SOFTENERS_Ticket_Size|PAPER TOWELS_Ticket_Size,1
FABRIC SOFTENERS_Morning|FABRIC SOFTENERS_Afternoon,1
FABRIC SOFTENERS_Afternoon|FABRIC SOFTENERS_Evening,1
FABRIC SOFTENERS_Night|DETERGENT_Night,1
FABRIC SOFTENERS_Night|HBC.HAIR CARE_Night,1
FLORAL . MAJOR CAT_Sale_Total_Qty|FLORAL . MAJOR CAT_Basket_Size,1
FLORAL . MAJOR CAT_Sale_Total_Qty|FLORAL . MAJOR CAT_Sale_Net_Value,1
FLORAL . MAJOR CAT_Trans_Count|FLORAL . MAJOR CAT_Night,1
FLORAL . MAJOR CAT_Sale_Net_Value|FLORAL . MAJOR CAT_Ticket_Size,1
FLORAL . MAJOR CAT_Ticket_Size|MEAT POULTRY_Ticket_Size,1
FLORAL . MAJOR CAT_Morning|FLORAL . MAJOR CAT_Trans_Count,1
FLORAL . MAJOR CAT_Morning|FLORAL . MAJOR CAT_Sale_Net_Value,1
FLORAL . MAJOR CAT_Afternoon|FLORAL . MAJOR CAT_Trans_Count,1
FLORAL . MAJOR CAT_Afternoon|FLORAL . MAJOR CAT_Evening,1
FLORAL . MAJOR CAT_Evening|FLORAL . MAJOR CAT_Trans_Count,1
FLORAL . MAJOR CAT_Evening|FLORAL . MAJOR CAT_Afternoon,1
FLORAL . MAJOR CAT_Night|PAPER TOWELS_Basket_Size,1
FLORAL . MAJOR CAT_Night|TEA_Morning,1
FLOUR_Sale_Total_Qty|FLOUR_Trans_Count,1
FLOUR_Sale_Total_Qty|FLOUR_Sale_Net_Value,1
FLOUR_Trans_Count|FLOUR_Sale_Total_Qty,1
FLOUR_Trans_Count|FLOUR_Morning,1
FLOUR_Trans_Count|FLOUR_Afternoon,1
FLOUR_Basket_Size|FLOUR_Ticket_Size,1
FLOUR_Sale_Net_Value|FLOUR_Sale_Total_Qty,1
FLOUR_Ticket_Size|GELATIN_Ticket_Size,1
FLOUR_Morning|FLOUR_Trans_Count,1
FLOUR_Morning|FLOUR_Afternoon,1
FLOUR_Afternoon|FLOUR_Evening,1
FLOUR_Night|MEAT PORK_Evening,1
FLOUR_Night|MEAT PORK_Night,1
FLOUR_Night|MILK_Night,1
FOILS.WRAPS.BAGS_Sale_Total_Qty|FOILS.WRAPS.BAGS_Trans_Count,1
FOILS.WRAPS.BAGS_Sale_Total_Qty|FOILS.WRAPS.BAGS_Sale_Net_Value,1
FOILS.WRAPS.BAGS_Trans_Count|FOILS.WRAPS.BAGS_Sale_Total_Qty,1
FOILS.WRAPS.BAGS_Trans_Count|FOILS.WRAPS.BAGS_Afternoon,1
FOILS.WRAPS.BAGS_Basket_Size|FOILS.WRAPS.BAGS_Ticket_Size,1
FOILS.WRAPS.BAGS_Basket_Size|PASTA_Basket_Size,1
FOILS.WRAPS.BAGS_Sale_Net_Value|FOILS.WRAPS.BAGS_Ticket_Size,1
FOILS.WRAPS.BAGS_Morning|MILK_Morning,1
FOILS.WRAPS.BAGS_Morning|PAPER TOWELS_Morning,1
FOILS.WRAPS.BAGS_Morning|SPICES.SEASONING_Morning,1
FOILS.WRAPS.BAGS_Afternoon|MAYONNAISE . SPREADS_Afternoon,1
FOILS.WRAPS.BAGS_Afternoon|TORTILLAS_Afternoon,1
FOILS.WRAPS.BAGS_Evening|FROZEN VEGETABLES_Evening,1
FOILS.WRAPS.BAGS_Evening|NAPKINS_Evening,1
FOILS.WRAPS.BAGS_Evening|PAPER TOWELS_Evening,1
FOILS.WRAPS.BAGS_Evening|SALT_Evening,1
FOILS.WRAPS.BAGS_Night|FRUIT_Night,1
FROZEN BURRITOS_Sale_Total_Qty|FROZEN BURRITOS_Sale_Net_Value,1
FROZEN BURRITOS_Trans_Count|FROZEN BURRITOS_Sale_Net_Value,1
FROZEN BURRITOS_Trans_Count|FROZEN BURRITOS_Morning,1
FROZEN BURRITOS_Trans_Count|FROZEN BURRITOS_Night,1
FROZEN BURRITOS_Basket_Size|FROZEN BURRITOS_Sale_Total_Qty,1
FROZEN BURRITOS_Sale_Net_Value|FROZEN BURRITOS_Ticket_Size,1
FROZEN BURRITOS_Sale_Net_Value|HBC.HAIR CARE_Sale_Net_Value,1
FROZEN BURRITOS_Afternoon|FROZEN BURRITOS_Trans_Count,1
FROZEN BURRITOS_Evening|FROZEN BURRITOS_Trans_Count,1
FROZEN BURRITOS_Night|SALTY SNACKS_Night,1
FROZEN ICE_Sale_Total_Qty|FROZEN ICE_Sale_Net_Value,1
FROZEN ICE_Trans_Count|FROZEN ICE_Evening,1
FROZEN ICE_Trans_Count|FROZEN ICE_Night,1
FROZEN ICE_Basket_Size|FROZEN ICE_Ticket_Size,1
FROZEN ICE_Sale_Net_Value|FROZEN ICE_Sale_Total_Qty,1
FROZEN ICE_Ticket_Size|FROZEN ICE_Basket_Size,1
FROZEN ICE_Morning|FROZEN ICE_Trans_Count,1
FROZEN ICE_Afternoon|FROZEN ICE_Trans_Count,1
FROZEN ICE_Afternoon|FROZEN ICE_Evening,1
FROZEN ICE_Evening|MEAT POULTRY_Basket_Size,1
FROZEN VEGETABLES_Sale_Total_Qty|FROZEN VEGETABLES_Trans_Count,1
FROZEN VEGETABLES_Sale_Total_Qty|FROZEN VEGETABLES_Sale_Net_Value,1
FROZEN VEGETABLES_Trans_Count|FROZEN VEGETABLES_Sale_Total_Qty,1
FROZEN VEGETABLES_Trans_Count|FROZEN VEGETABLES_Morning,1
FROZEN VEGETABLES_Trans_Count|FROZEN VEGETABLES_Afternoon,1
FROZEN VEGETABLES_Basket_Size|FROZEN VEGETABLES_Ticket_Size,1
FROZEN VEGETABLES_Sale_Net_Value|FROZEN VEGETABLES_Ticket_Size,1
FROZEN VEGETABLES_Morning|MILK_Basket_Size,1
FROZEN VEGETABLES_Afternoon|FROZEN VEGETABLES_Trans_Count,1
FROZEN VEGETABLES_Afternoon|FROZEN VEGETABLES_Morning,1
FROZEN VEGETABLES_Night|COOKING SAUCE_Night,1
FRUIT_Sale_Total_Qty|FRUIT_Trans_Count,1
FRUIT_Sale_Total_Qty|FRUIT_Sale_Net_Value,1
FRUIT_Trans_Count|FRUIT_Ticket_Size,1
FRUIT_Trans_Count|FRUIT_Morning,1
FRUIT_Trans_Count|FRUIT_Afternoon,1
FRUIT_Basket_Size|FRUIT_Ticket_Size,1
FRUIT_Sale_Net_Value|FRUIT_Sale_Total_Qty,1
FRUIT_Ticket_Size|MISCELLANEOUS_Sale_Total_Qty,1
FRUIT_Morning|DELI MARGARINE_Morning,1
FRUIT_Morning|PLATES_Morning,1
FRUIT_Evening|MEAT PORK_Evening,1
FRUIT_Evening|PAPER TOWELS_Evening,1
GELATIN_Sale_Total_Qty|GELATIN_Trans_Count,1
GELATIN_Sale_Total_Qty|GELATIN_Sale_Net_Value,1
GELATIN_Trans_Count|GELATIN_Ticket_Size,1
GELATIN_Basket_Size|GELATIN_Ticket_Size,1
GELATIN_Basket_Size|TORTILLAS_Basket_Size,1
GELATIN_Sale_Net_Value|GELATIN_Sale_Total_Qty,1
GELATIN_Morning|GELATIN_Trans_Count,1
GELATIN_Evening|GELATIN_Trans_Count,1
GM.KITCHEN MISC_Trans_Count|GM.KITCHEN MISC_Sale_Total_Qty,1
GM.KITCHEN MISC_Trans_Count|GM.KITCHEN MISC_Sale_Net_Value,1
GM.KITCHEN MISC_Trans_Count|GM.KITCHEN MISC_Morning,1
GM.KITCHEN MISC_Trans_Count|GM.KITCHEN MISC_Afternoon,1
GM.KITCHEN MISC_Trans_Count|GM.KITCHEN MISC_Evening,1
GM.KITCHEN MISC_Basket_Size|Year,1
GM.KITCHEN MISC_Basket_Size|GM.KITCHEN MISC_Sale_Total_Qty,1
GM.KITCHEN MISC_Sale_Net_Value|GM.KITCHEN MISC_Ticket_Size,1
GM.KITCHEN MISC_Sale_Net_Value|TORTILLERIA.TORTILLERIA_Sale_Total_Qty,1
GM.KITCHEN MISC_Morning|PLATES_Morning,1
GM.KITCHEN MISC_Afternoon|PLATES_Afternoon,1
GM.KITCHEN MISC_Afternoon|TORTILLERIA.TORTILLERIA_Afternoon,1
GM.KITCHEN MISC_Evening|TORTILLERIA.TORTILLERIA_Evening,1
GM.KITCHEN MISC_Night|MAYONNAISE . SPREADS_Night,1
GM.LAUNDRY MISC_Sale_Total_Qty|GM.LAUNDRY MISC_Sale_Net_Value,1
GM.LAUNDRY MISC_Trans_Count|GM.LAUNDRY MISC_Sale_Total_Qty,1
GM.LAUNDRY MISC_Trans_Count|GM.LAUNDRY MISC_Morning,1
GM.LAUNDRY MISC_Trans_Count|GM.LAUNDRY MISC_Afternoon,1
GM.LAUNDRY MISC_Trans_Count|GM.LAUNDRY MISC_Evening,1
GM.LAUNDRY MISC_Trans_Count|GM.LAUNDRY MISC_Night,1
GM.LAUNDRY MISC_Basket_Size|GM.LAUNDRY MISC_Ticket_Size,1
GM.LAUNDRY MISC_Basket_Size|HBC.HAIR CARE_Basket_Size,1
GM.LAUNDRY MISC_Basket_Size|Sports_Day,1
GM.LAUNDRY MISC_Sale_Net_Value|GM.LAUNDRY MISC_Ticket_Size,1
GM.LAUNDRY MISC_Ticket_Size|JAMS.JELLIES_Ticket_Size,1
HBC.ELECTROLYTES_Sale_Total_Qty|HBC.ELECTROLYTES_Trans_Count,1
HBC.ELECTROLYTES_Sale_Total_Qty|HBC.ELECTROLYTES_Sale_Net_Value,1
HBC.ELECTROLYTES_Trans_Count|HBC.ELECTROLYTES_Sale_Total_Qty,1
HBC.ELECTROLYTES_Trans_Count|HBC.ELECTROLYTES_Sale_Net_Value,1
HBC.ELECTROLYTES_Trans_Count|HBC.ELECTROLYTES_Evening,1
HBC.ELECTROLYTES_Basket_Size|HBC.ELECTROLYTES_Ticket_Size,1
HBC.ELECTROLYTES_Basket_Size|MEAT.CANNED_Ticket_Size,1
HBC.ELECTROLYTES_Basket_Size|MISCELLANEOUS_Basket_Size,1
HBC.ELECTROLYTES_Sale_Net_Value|HBC.ELECTROLYTES_Sale_Total_Qty,1
HBC.ELECTROLYTES_Sale_Net_Value|HBC.ELECTROLYTES_Trans_Count,1
HBC.ELECTROLYTES_Ticket_Size|HBC.ELECTROLYTES_Basket_Size,1
HBC.ELECTROLYTES_Ticket_Size|MEAT.CANNED_Ticket_Size,1
HBC.ELECTROLYTES_Ticket_Size|MISCELLANEOUS_Basket_Size,1
HBC.ELECTROLYTES_Morning|ICE CREAM_Basket_Size,1
HBC.ELECTROLYTES_Afternoon|SERVICE DELI MAJOR CAT_Afternoon,1
HBC.ELECTROLYTES_Evening|HBC.ELECTROLYTES_Trans_Count,1
HBC.HAIR CARE_Sale_Total_Qty|HBC.HAIR CARE_Trans_Count,1
HBC.HAIR CARE_Sale_Total_Qty|HBC.HAIR CARE_Sale_Net_Value,1
HBC.HAIR CARE_Sale_Total_Qty|HBC.HAIR CARE_Morning,1
HBC.HAIR CARE_Trans_Count|HBC.HAIR CARE_Sale_Total_Qty,1
HBC.HAIR CARE_Trans_Count|HBC.HAIR CARE_Morning,1
HBC.HAIR CARE_Basket_Size|HBC.HAIR CARE_Ticket_Size,1
HBC.HAIR CARE_Basket_Size|PEANUT BUTTER_Basket_Size,1
HBC.HAIR CARE_Basket_Size|SOAP BAR_Ticket_Size,1
HBC.HAIR CARE_Sale_Net_Value|HBC.HAIR CARE_Ticket_Size,1
HBC.HAIR CARE_Morning|PAPER TOWELS_Morning,1
HBC.HAIR CARE_Afternoon|MEAT BEEF_Afternoon,1
HBC.HAIR CARE_Evening|BEANS.CANNED_Evening,1
HBC.HAIR CARE_Night|HBC TOOTHPASTE_Night,1
HBC TOOTHPASTE_Sale_Total_Qty|HBC TOOTHPASTE_Trans_Count,1
HBC TOOTHPASTE_Trans_Count|HBC TOOTHPASTE_Sale_Total_Qty,1
HBC TOOTHPASTE_Trans_Count|HBC TOOTHPASTE_Morning,1
HBC TOOTHPASTE_Trans_Count|HBC TOOTHPASTE_Afternoon,1
HBC TOOTHPASTE_Basket_Size|COOKING SAUCE_Evening,1
HBC TOOTHPASTE_Sale_Net_Value|HBC TOOTHPASTE_Evening,1
HBC TOOTHPASTE_Ticket_Size|MonthDay,1
HBC TOOTHPASTE_Ticket_Size|COOKING OIL_Ticket_Size,1
HBC TOOTHPASTE_Afternoon|HBC TOOTHPASTE_Trans_Count,1
HBC TOOTHPASTE_Afternoon|HBC TOOTHPASTE_Morning,1
HBC TOOTHPASTE_Evening|MEAT PORK_Ticket_Size,1
HBC TOOTHPASTE_Evening|PAPER TOWELS_Evening,1
HBC TOOTHPASTE_Night|SOAP BAR_Night,1
HOMINY_Sale_Total_Qty|HOMINY_Trans_Count,1
HOMINY_Sale_Total_Qty|HOMINY_Sale_Net_Value,1
HOMINY_Trans_Count|HOMINY_Sale_Total_Qty,1
HOMINY_Trans_Count|HOMINY_Morning,1
HOMINY_Trans_Count|HOMINY_Afternoon,1
HOMINY_Basket_Size|SAUCE_Basket_Size,1
HOMINY_Sale_Net_Value|HOMINY_Sale_Total_Qty,1
HOMINY_Ticket_Size|HOMINY_Basket_Size,1
HOMINY_Morning|MEAT PORK_Morning,1
HOMINY_Afternoon|HOMINY_Evening,1
HOMINY_Evening|HOMINY_Night,1
HOMINY_Evening|SPICES.SEASONING_Evening,1
HOMINY_Night|PLATES_Night,1
HOMINY_Night|SPICES.SEASONING_Evening,1
HOMINY_Night|SPICES.SEASONING_Night,1
ICE CREAM_Sale_Total_Qty|ICE CREAM_Basket_Size,1
ICE CREAM_Trans_Count|ICE CREAM_Sale_Total_Qty,1
ICE CREAM_Trans_Count|ICE CREAM_Sale_Net_Value,1
ICE CREAM_Trans_Count|ICE CREAM_Night,1
ICE CREAM_Sale_Net_Value|SPICES.SEASONING_Ticket_Size,1
ICE CREAM_Ticket_Size|MAYONNAISE . SPREADS_Ticket_Size,1
ICE CREAM_Ticket_Size|MILK_Ticket_Size,1
ICE CREAM_Ticket_Size|SALTY SNACKS_Ticket_Size,1
ICE CREAM_Morning|ICE CREAM_Trans_Count,1
ICE CREAM_Afternoon|ICE CREAM_Trans_Count,1
ICE CREAM_Evening|ICE CREAM_Trans_Count,1
ICE POPS_Sale_Total_Qty|ICE POPS_Trans_Count,1
ICE POPS_Sale_Total_Qty|ICE POPS_Sale_Net_Value,1
ICE POPS_Trans_Count|ICE POPS_Sale_Total_Qty,1
ICE POPS_Trans_Count|ICE POPS_Morning,1
ICE POPS_Basket_Size|ICE POPS_Ticket_Size,1
ICE POPS_Basket_Size|MEAT PORK_Ticket_Size,1
ICE POPS_Sale_Net_Value|ICE POPS_Sale_Total_Qty,1
ICE POPS_Sale_Net_Value|ICE POPS_Ticket_Size,1
ICE POPS_Morning|ICE POPS_Night,1
ICE POPS_Afternoon|ICE POPS_Morning,1
ICE POPS_Afternoon|ICE POPS_Night,1
ICE POPS_Evening|ICE POPS_Morning,1
ICE POPS_Evening|ICE POPS_Afternoon,1
JAMS.JELLIES_Sale_Total_Qty|JAMS.JELLIES_Trans_Count,1
JAMS.JELLIES_Sale_Total_Qty|JAMS.JELLIES_Sale_Net_Value,1
JAMS.JELLIES_Trans_Count|JAMS.JELLIES_Sale_Total_Qty,1
JAMS.JELLIES_Basket_Size|JAMS.JELLIES_Ticket_Size,1
JAMS.JELLIES_Basket_Size|PLATES_Basket_Size,1
JAMS.JELLIES_Basket_Size|SERVICE DELI.MAJOR CATEGORY_Basket_Size,1
JAMS.JELLIES_Sale_Net_Value|JAMS.JELLIES_Ticket_Size,1
JAMS.JELLIES_Ticket_Size|Sports_Day,1
JAMS.JELLIES_Morning|PEANUT BUTTER_Morning,1
JAMS.JELLIES_Morning|TOMATOES_Morning,1
JAMS.JELLIES_Night|CEREAL_Night,1
JUICE_Sale_Total_Qty|JUICE_Basket_Size,1
JUICE_Trans_Count|JUICE_Sale_Total_Qty,1
JUICE_Trans_Count|JUICE_Evening,1
JUICE_Trans_Count|JUICE_Night,1
JUICE_Basket_Size|PAPER TOWELS_Basket_Size,1
JUICE_Sale_Net_Value|JUICE_Trans_Count,1
JUICE_Ticket_Size|ICE CREAM_Ticket_Size,1
JUICE_Morning|JUICE_Evening,1
JUICE_Afternoon|CRV.CRV_Afternoon,1
JUICE_Afternoon|JUICE_Trans_Count,1
JUICE_Night|CRV.CRV_Night,1
MAYONNAISE . SPREADS_Sale_Total_Qty|MAYONNAISE . SPREADS_Trans_Count,1
MAYONNAISE . SPREADS_Trans_Count|MAYONNAISE . SPREADS_Sale_Total_Qty,1
MAYONNAISE . SPREADS_Trans_Count|MAYONNAISE . SPREADS_Morning,1
MAYONNAISE . SPREADS_Trans_Count|MAYONNAISE . SPREADS_Afternoon,1
MAYONNAISE . SPREADS_Basket_Size|MAYONNAISE . SPREADS_Ticket_Size,1
MAYONNAISE . SPREADS_Morning|SALTY SNACKS_Morning,1
MAYONNAISE . SPREADS_Afternoon|TORTILLAS_Afternoon,1
MAYONNAISE . SPREADS_Evening|PEPPERS.CANNED_Evening,1
MAYONNAISE . SPREADS_Evening|TORTILLAS_Evening,1
MAYONNAISE . SPREADS_Evening|TORTILLERIA.TORTILLERIA_Evening,1
MAYONNAISE . SPREADS_Evening|VEGETABLES_Evening,1
MAYONNAISE . SPREADS_Night|PASTA_Night,1
MAYONNAISE . SPREADS_Night|PEPPERS.CANNED_Night,1
MAYONNAISE . SPREADS_Night|VEGETABLES_Night,1
MEAT.CANNED_Sale_Total_Qty|MEAT.CANNED_Trans_Count,1
MEAT.CANNED_Sale_Total_Qty|MEAT.CANNED_Sale_Net_Value,1
MEAT.CANNED_Trans_Count|MEAT.CANNED_Sale_Total_Qty,1
MEAT.CANNED_Trans_Count|MEAT.CANNED_Afternoon,1
MEAT.CANNED_Basket_Size|MEAT.CANNED_Ticket_Size,1
MEAT.CANNED_Sale_Net_Value|MEAT.CANNED_Ticket_Size,1
MEAT.CANNED_Morning|MEAT.CANNED_Evening,1
MEAT.CANNED_Night|SEAFOOD_Night,1
MEAT BEEF_Sale_Total_Qty|MEAT BEEF_Trans_Count,1
MEAT BEEF_Sale_Total_Qty|MEAT BEEF_Sale_Net_Value,1
MEAT BEEF_Trans_Count|MEAT BEEF_Sale_Total_Qty,1
MEAT BEEF_Trans_Count|MEAT BEEF_Morning,1
MEAT BEEF_Trans_Count|MEAT BEEF_Afternoon,1
MEAT BEEF_Trans_Count|MEAT BEEF_Evening,1
MEAT BEEF_Basket_Size|MEAT BEEF_Ticket_Size,1
MEAT BEEF_Basket_Size|MEAT CHEESE. CREAM. ATES. AND HAM   _Evening,1
MEAT BEEF_Basket_Size|MEAT POULTRY_Basket_Size,1
MEAT BEEF_Basket_Size|TORTILLERIA.TORTILLERIA_Ticket_Size,1
MEAT BEEF_Sale_Net_Value|MEAT BEEF_Sale_Total_Qty,1
MEAT BEEF_Sale_Net_Value|TORTILLERIA.TORTILLERIA_Trans_Count,1
MEAT BEEF_Ticket_Size|MEAT CHEESE. CREAM. ATES. AND HAM   _Ticket_Size,1
MEAT BEEF_Ticket_Size|MEAT POULTRY_Ticket_Size,1
MEAT BEEF_Morning|MEAT POULTRY_Morning,1
MEAT BEEF_Morning|MILK_Morning,1
MEAT BEEF_Morning|RICE_Morning,1
MEAT BEEF_Morning|TORTILLAS_Morning,1
MEAT BEEF_Afternoon|MEAT PORK_Afternoon,1
MEAT BEEF_Afternoon|MEAT POULTRY_Afternoon,1
MEAT BEEF_Afternoon|PAPER TOWELS_Afternoon,1
MEAT BEEF_Afternoon|RAMEN_Afternoon,1
MEAT BEEF_Afternoon|SAUCE_Afternoon,1
MEAT BEEF_Evening|MEAT POULTRY_Evening,1
MEAT BEEF_Night|MEAT PORK_Night,1
MEAT BEEF_Night|SALTY SNACKS_Night,1
MEAT BEEF_Night|TORTILLERIA.TORTILLERIA_Night,1
MEAT CHEESE. CREAM. ATES. AND HAM   _Sale_Total_Qty|MEAT CHEESE. CREAM. ATES. AND HAM   _Trans_Count,1
